Παροχή_Κωδικοποιημένη,Ημ.Έκδοσης,"Περίοδος Κατανάλωσης",ΣΕΛΙΔΑ,Τιμολόγιο,ΤΥΠΟΣ,Ημέρα,Προηγ.,ΣΩΧΒ,Συν.ΩΧΒ,ΧρΖητ,ΣυμφΙσχ,ΕγκΙσχ,Συνφ,ΖητΑιχ,ΖητΗμ,ΖητΝυκ,ΣυντΧρησ,"ΧΡΕΩΣΕΙΣ ΠΡΟΜΗΘΕΙΑΣ ΔΕΗ","ΦΠΑ  6% x","ΡΥΘΜΙΖΟΜΕΝΕΣ ΧΡΕΩΣΕΙΣ","ΦΠΑ   % x          0,00","ΜΕΙΟΝ ΕΝΑΝΤΙ ΚΑΤΑΝΑΛΩΣΗΣ",Ε.Ρ.Τ.,"ΤΡΕΧΩΝ ΜΗΝΑΣ",ΕΚΠΤ.ΣΥΝΕΠΕΙΑΣ/ΠΡΟΠΛΗΡΩΜΗΣ,ΔΗΜ.ΤΕΛΗ/ΔΗΜ.ΦΟΡΟΣ,ΔΙΑΦ.ΧΡΕΩΣΕΙΣ/ΠΙΣΤΩΣΕΙΣ,Τ.Α.Π.,Τελευτ.,"Αεργος Ημέρα",Τελευτ._Αεργος,Προηγ._Αεργος,ΣΩΧΒ_Αεργος,Συν.ΩΧΒ_Αεργος,Νύχτα,Προηγ._Νύχτα,ΣΩΧΒ_Νύχτα,Συν.ΩΧΒ_Νύχτα,year,month,Τελευτ._Νύχτα,Ημέρα_2,Προηγ._2,ΣΩΧΒ_2,Συν.ΩΧΒ_2,Τελευτ._2
125,22/10/2021,23.08.2021-20.10.2021,9,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,70201,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","274,47","24,20","153,91","0,00","0,00","0,00","427,00","-25,03","0,00","-0,55","0,00",,,,,,,,,,,2021,10,,,,,,
476,29/12/2021,23.06.2021-26.12.2021,22,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,81574,1,12229,"0,000",8,0,"1,0000","0,00","0,00","0,00","0,000","2140,78","138,10","679,60","0,00","-579,93","-6,02","2447,00","0,00","0,00","74,47","0,00",93803,,,,,,,,,,2021,12,,,,,,
153,22/12/2022,21.10.2022-20.12.2022,11,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,24890,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","43,42","3,45","14,05","0,00","0,00","0,00","60,00","0,00","0,00","-0,92","0,00",,,,,,,,,,,2022,12,,,,,,
330,07/12/2022,01.11.2022-30.11.2022,22,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,7928,40,2880,"20,0",135,129,"0,9999","0,00",20,"0,00","20,0","1036,22","76,22","219,79","0,00","0,00","0,00","1353,00","0,00","0,00","20,77","0,00",8000,Αεργος,1483,1482,40,40,,,,,2022,12,,,,,,
400,23/03/2021,18.11.2020-18.03.2021,4,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,4248,1,726,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","90,61","-2,89","59,37","0,00","0,00","0,00","20,00","0,00","69,96","-197,05","0,00",4974,,,,,,,,,,2021,3,,,,,,
178,30/08/2022,22.06.2022-28.08.2022,14,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,75552,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","236,98","18,31","68,16","0,00","0,00","0,00","323,00","0,00","0,00","-0,45","0,00",,,,,,,,,,,2022,8,,,,,,
411,10/08/2021,08.06.2021-09.08.2021,18,Γ22,ΕΝΑΝΤΙ,Ημέρα,47430,1,0,"39,9",35,11,"1,0000","0,00",10,"0,00","4,6","116,87","9,32","58,38","0,00","0,00","0,00","165,00","-19,92","0,00","0,35","0,00",,,,,,,,,,,2021,8,,,,,,
317,04/11/2022,01.10.2022-31.10.2022,4,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,6470,40,3960,"82,7",85,87,"0,6088","0,00",40,"0,00","13,3","1617,01","117,07","314,23","0,00","0,00","0,00","2078,00","0,00","0,00","29,69","0,00",6569,Αεργος,6316,6187,40,5160,,,,,2022,11,,,,,,
334,02/07/2021,01.06.2021-29.06.2021,4,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,79811,1,976,"21,5",35,36,"1,0000","0,00",11,"0,00","12,6","131,54","11,81","66,77","0,00","0,00","0,00","209,00","-6,32","0,00","5,20","0,00",80787,,,,,,,,,,2021,7,,,,,,
222,29/12/2022,21.10.2022-21.12.2022,8,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,12534,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","510,60","39,88","154,10","0,00","0,00","0,00","705,00","0,00","0,00","0,42","0,00",,,,,,,,,,,2022,12,,,,,,
146,22/12/2022,21.10.2022-20.12.2022,10,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,70836,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","205,98","16,13","62,77","0,00","0,00","0,00","285,00","0,00","0,00","0,12","0,00",,,,,,,,,,,2022,12,,,,,,
412,22/12/2022,21.10.2022-20.12.2022,27,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,6679,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","41,84","3,57","17,73","0,00","0,00","0,00","63,00","0,00","0,00","-0,14","0,00",,,,,,,,,,,2022,12,,,,,,
147,01/09/2022,22.02.2022-30.08.2022,11,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,89945,1,3042,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","528,91","-7,85","175,42","0,00","0,00","0,00","-135,00","-3,62","0,00","-827,86","0,00",92987,,,,,,,,,,2022,9,,,,,,
484,21/09/2022,22.02.2022-30.08.2022,36,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,40000,1,0,"0,000",8,0,"1,0000","0,00","0,00","0,00","0,000","4,70","-130,49","8,20","0,00","0,00","0,00","-2324,00","-0,06","0,00","-2206,35","0,00",40000,,,,,,,,,,2022,9,,,,,,
299,03/02/2021,30.12.2020-28.01.2021,18,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,12270,1,1,"0,2",35,40,"1,0000","0,00",0,"0,00","1,4","0,91","0,62","9,38","0,00","0,00","0,00","10,00","0,00","0,00","-0,91","0,00",12271,,,,,,,,,,2021,2,,,,,,
297,21/04/2022,22.02.2022-19.04.2022,21,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,59505,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","227,52","17,61","66,03","0,00","0,00","0,00","311,00","0,00","0,00","-0,16","0,00",,,,,,,,,,,2022,4,,,,,,
154,24/08/2022,22.06.2022-22.08.2022,6,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,30900,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","349,75","26,90","98,62","0,00","0,00","0,00","475,00","0,00","0,00","-0,27","0,00",,,,,,,,,,,2022,8,,,,,,
24,09/06/2021,08.02.2021-06.06.2021,2,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,60053,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","2,38","0,56","16,14","0,00","-9,18","0,00","10,00","0,00","0,00","0,10","0,00",60053,,,,,,,,,,2021,6,,,,,,
313,24/08/2021,23.06.2021-22.08.2021,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,72963,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","10,65","1,01","7,86","0,00","0,00","0,00","17,00","-1,74","0,00","-0,78","0,00",,,,,,,,,,,2021,8,,,,,,
41,08/12/2022,01.11.2022-30.11.2022,1,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,3190,40,1200,"40,0",85,103,"0,9662","0,00",20,"0,00","8,3","502,30","36,60","101,72","0,00","0,00","0,00","650,00","0,00","0,00","9,38","0,00",3220,Αεργος,1463,1455,40,320,,,,,2022,12,,,,,,
349,06/10/2022,04.07.2022-03.10.2022,23,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,61144,1,3159,"27,1",55,50,"1,0000","0,00",15,"0,00","9,9","1182,94","23,33","219,44","0,00","-1027,24","0,00","419,00","-2,04","0,00","22,57","0,00",64303,,,,,,,,,,2022,10,,,,,,
32,24/12/2021,21.10.2021-22.12.2021,3,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,6749,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","87,92","8,32","50,72","0,00","0,00","0,00","147,00","0,00","0,00","0,04","0,00",,,,,,,,,,,2021,12,,,,,,
155,28/12/2021,23.06.2021-26.12.2021,6,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,94823,1,4748,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","750,48","24,97","268,80","0,00","-626,81","0,00","446,00","0,00","0,00","28,56","0,00",99571,,,,,,,,,,2021,12,,,,,,
5,26/08/2021,24.02.2021-22.08.2021,1,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,37412,1,6462,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","695,04","33,88","361,27","0,00","-523,91","0,00","604,00","0,00","0,00","37,72","0,00",43874,,,,,,,,,,2021,8,,,,,,
132,23/06/2022,20.04.2022-21.06.2022,7,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,83733,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","31,43","3,12","20,54","0,00","0,00","0,00","55,00","0,00","0,00","-0,09","0,00",,,,,,,,,,,2022,6,,,,,,
8,11/01/2021,27.11.2020-29.12.2020,1,Γ22,ΕΝΑΝΤΙ,Ημέρα,86622,1,0,"45,3",35,40,"1,0000","0,00",21,"0,00","15,2","308,25","27,94","157,39","0,00","0,00","0,00","494,00","0,00","0,00","0,42","0,00",,,,,,,,,,,2021,1,,,,,,
487,24/08/2021,23.06.2021-22.08.2021,22,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,539,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","3,30","0,37","3,79","0,00","0,00","0,00","6,00","-0,88","0,00","-0,58","0,00",,,,,,,,,,,2021,8,,,,,,
352,21/04/2022,22.02.2022-19.04.2022,24,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,68757,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","1,14","0,53","7,69","0,00","0,00","0,00","10,00","0,00","0,00","0,64","0,00",,,,,,,,,,,2022,4,,,,,,
494,24/08/2021,23.06.2021-22.08.2021,22,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,48357,1,0,"0,000",25,0,"1,0000","0,00","0,00","0,00","0,000","182,49","15,86","108,27","0,00","0,00","6,02","286,00","-26,26","0,00","-0,38","0,00",,,,,,,,,,,2021,8,,,,,,
10,24/12/2021,21.10.2021-22.12.2021,1,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,71734,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","191,86","18,01","108,27","0,00","0,00","0,00","318,00","0,00","0,00","-0,14","0,00",,,,,,,,,,,2021,12,,,,,,
371,24/02/2022,23.08.2021-21.02.2022,16,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,22017,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","3,66","0,56","24,69","0,00","-18,90","0,00","10,00","-0,07","0,00","0,06","0,00",22017,,,,,,,,,,2022,2,,,,,,
462,02/03/2021,29.01.2021-25.02.2021,11,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,3402,1,317,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","39,45","3,74","22,56","0,00","0,00","0,00","67,00","-1,40","0,00","2,65","0,00",3719,,,,,,,,,,2021,3,,,,,,
357,05/01/2021,01.12.2020-31.12.2020,5,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,11271,40,880,"16,5",135,123,"0,9839","0,00",8,"0,00","14,8","109,69","10,11","102,42","0,00","0,00","0,00","179,00","-48,00","0,00","4,78","0,00",11293,Αεργος,8327,8323,40,160,,,,,2021,1,,,,,,
197,22/04/2021,24.02.2021-20.04.2021,15,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,39372,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","156,68","11,61","88,08","0,00","0,00","0,00","205,00","-51,38","0,00","0,01","0,00",,,,,,,,,,,2021,4,,,,,,
220,27/06/2022,27.12.2021-21.06.2022,8,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,20500,1,3994,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","727,66","26,33","227,24","0,00","-530,39","0,00","470,00","-5,59","0,00","24,75","0,00",24494,,,,,,,,,,2022,6,,,,,,
425,24/08/2022,22.06.2022-22.08.2022,19,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,57995,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","210,10","16,22","60,11","0,00","0,00","0,00","287,00","0,00","0,00","0,57","0,00",,,,,,,,,,,2022,8,,,,,,
258,10/06/2022,05.05.2022-01.06.2022,18,Γ22,ΕΝΑΝΤΙ,Ημέρα,80756,1,0,"32,9",35,20,"1,0000","0,00",18,"0,00","14,9","298,04","24,67","113,40","0,00","0,00","0,00","436,00","0,00","0,00","-0,11","0,00",,,,,,,,,,,2022,6,,,,,,
350,31/05/2022,04.05.2022-29.05.2022,4,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,14561,1,1334,"27,0",55,41,"1,0000","0,00",16,"0,00","13,7","295,46","23,50","92,05","0,00","0,00","2,56","419,00","-2,57","0,00","8,00","0,00",15895,,,,,,,,,,2022,5,,,,,,
43,24/02/2022,23.08.2021-21.02.2022,4,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,3,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","3,66","0,23","7,91","0,00","-7,71","0,00","4,00","-0,07","0,00","-0,02","0,00",3,,,,,,,,,,2022,2,,,,,,
82,10/09/2021,09.07.2021-09.09.2021,1,Γ1,ΕΝΑΝΤΙ,Ημέρα,26705,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","113,02","9,28","59,93","0,00","0,00","6,21","199,00","-18,10","23,05","-0,55","6,16",,,,,,,,,,,2021,9,,,,,,
378,22/04/2021,24.02.2021-20.04.2021,25,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,52345,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","24,05","2,44","20,23","0,00","0,00","0,00","43,00","-3,70","0,00","-0,02","0,00",,,,,,,,,,,2021,4,,,,,,
171,22/04/2021,24.02.2021-20.04.2021,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,65099,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","155,88","13,19","87,64","0,00","0,00","0,00","233,00","-23,68","0,00","-0,03","0,00",,,,,,,,,,,2021,4,,,,,,
474,06/09/2021,01.08.2021-26.08.2021,8,Γ22,ΕΝΑΝΤΙ,Ημέρα,2062,40,0,"0,0",85,85,"1,0000","0,00",0,"0,00","0,0","49,28","6,25","54,94","0,00","0,00","2,56","113,00","0,00","0,00","-0,03","0,00",,Αεργος,,174,40,0,,,,,2021,9,,,,,,
7,01/11/2022,28.09.2022-26.10.2022,1,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,14181,1,800,"0,000",55,45,"1,0000","0,00","0,00","0,00","0,000","309,77","22,55","62,03","0,00","0,00","0,00","401,00","0,00","0,00","6,65","0,00",14981,,,,,,,,,,2022,11,,,,,,
153,26/02/2021,24.08.2020-23.02.2021,10,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,19740,1,3167,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","318,07","10,45","181,09","0,00","-340,71","0,00","187,00","0,00","0,00","18,10","0,00",22907,,,,,,,,,,2021,2,,,,,,
344,24/08/2022,22.06.2022-22.08.2022,16,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,57597,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","69,83","5,82","27,12","0,00","0,00","0,00","103,00","0,00","0,00","0,23","0,00",,,,,,,,,,,2022,8,,,,,,
340,24/08/2021,23.06.2021-22.08.2021,15,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,69705,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","111,41","10,49","63,44","0,00","0,00","0,00","186,00","0,00","0,00","0,66","0,00",,,,,,,,,,,2021,8,,,,,,
105,04/02/2021,30.09.2020-01.02.2021,5,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,76451,1,2458,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","302,23","16,11","150,91","0,00","-196,95","0,00","286,00","0,00","0,00","13,70","0,00",78909,,,,,,,,,,2021,2,,,,,,
47,10/03/2022,31.01.2022-28.02.2022,1,Γ22,ΕΝΑΝΤΙ,Ημέρα,20647,1,0,"20,3",55,55,"1,0000","0,00",21,"0,00","27,1","932,76","70,94","249,54","0,00","0,00","0,00","1253,00","0,00","0,00","-0,24","0,00",,,,,,,,,,,2022,3,,,,,,
317,03/03/2022,01.02.2022-28.02.2022,7,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,5889,40,4440,"74,7",85,87,"0,6351","0,00",40,"0,00","16,5","1109,23","87,20","330,09","0,00","0,00","0,00","1548,00","-8,16","0,00","29,64","0,00",6000,Αεργος,5643,5508,40,5400,,,,,2022,3,,,,,,
474,06/10/2021,01.09.2021-27.09.2021,31,Γ22,ΕΝΑΝΤΙ,Ημέρα,2072,40,0,"21,6",85,85,"1,0000","0,00",12,"0,00","2,6","47,43","5,02","39,79","0,00","0,00","2,66","91,00","-3,57","0,00","-0,33","0,00",,Αεργος,,174,40,0,,,,,2021,10,,,,,,
402,08/10/2021,07.06.2021-05.10.2021,16,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,130,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","2,42","0,23","5,24","0,00","-3,87","0,00","4,00","0,00","0,00","-0,02","0,00",130,,,,,,,,,,2021,10,,,,,,
343,25/07/2022,17.05.2022-14.07.2022,5,Γ21,ΕΝΑΝΤΙ,Ημέρα,7574,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","98,65","8,10","36,29","0,00","0,00","0,00","143,00","0,00","0,00","-0,04","0,00",,,,,,,,,,,2022,7,,,,,,
500,24/10/2022,23.08.2022-20.10.2022,22,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,8068,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","50,30","4,27","20,92","0,00","0,00","0,00","76,00","0,00","0,00","0,51","0,00",,,,,,,,,,,2022,10,,,,,,
365,08/10/2021,07.06.2021-05.10.2021,14,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,89143,1,5684,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","854,84","54,54","353,81","0,00","-328,19","0,00","969,00","0,00","0,00","34,00","0,00",94827,,,,,,,,,,2021,10,,,,,,
421,21/04/2022,21.02.2022-19.04.2022,18,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,12002,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","175,25","13,35","47,33","0,00","0,00","0,00","236,00","0,00","0,00","0,07","0,00",,,,,,,,,,,2022,4,,,,,,
164,30/08/2022,22.06.2022-28.08.2022,12,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,68838,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","353,28","27,23","100,53","0,00","0,00","0,00","481,00","0,00","0,00","-0,04","0,00",,,,,,,,,,,2022,8,,,,,,
201,24/02/2022,23.08.2021-21.02.2022,14,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,15546,1,4039,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","768,26","38,26","229,96","0,00","-375,74","0,00","680,00","-5,13","0,00","24,39","0,00",19585,,,,,,,,,,2022,2,,,,,,
454,12/09/2022,01.08.2022-31.08.2022,33,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,7364,40,640,"0,0",85,108,"1,0000","0,00",0,"0,00","0,0","150,67","2,34","69,36","0,00","-184,33","0,50","43,00","0,00","0,00","4,46","0,00",7380,Αεργος,157,157,40,0,,,,,2022,9,,,,,,
298,23/06/2022,20.04.2022-21.06.2022,21,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,86512,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","168,35","14,62","75,19","0,00","0,00","0,00","258,00","0,00","0,00","-0,16","0,00",,,,,,,,,,,2022,6,,,,,,
392,26/02/2021,24.08.2020-23.02.2021,22,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,77395,1,2306,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","232,60","20,24","150,99","0,00","-57,79","0,00","359,00","0,00","0,00","12,96","0,00",79701,,,,,,,,,,2021,2,,,,,,
131,30/08/2022,22.06.2022-28.08.2022,7,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,4106,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","228,30","18,02","71,99","0,00","0,00","0,00","319,00","0,00","0,00","0,69","0,00",,,,,,,,,,,2022,8,,,,,,
509,28/11/2022,27.09.2022-25.11.2022,8,Γ21,ΕΝΑΝΤΙ,Ημέρα,1819,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","41,50","3,55","17,60","0,00","0,00","0,00","63,00","0,00","0,00","0,35","0,00",,,,,,,,,,,2022,11,,,,,,
208,23/06/2022,20.04.2022-21.06.2022,17,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,62857,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","174,98","14,83","72,06","0,00","0,00","0,00","262,00","0,00","0,00","0,13","0,00",,,,,,,,,,,2022,6,,,,,,
453,08/04/2022,01.03.2022-31.03.2022,20,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,8328,40,2360,"29,9",85,57,"0,9949","0,00",16,"0,00","19,8","539,47","29,67","169,06","0,00","0,00","3,06","528,00","-4,18","0,00","-209,08","0,00",8387,Αεργος,4989,4983,40,240,,,,,2022,4,,,,,,
245,24/12/2021,21.10.2021-22.12.2021,11,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,46486,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","26,87","2,97","22,69","0,00","0,00","0,00","52,00","0,00","0,00","-0,53","0,00",,,,,,,,,,,2021,12,,,,,,
417,24/08/2021,23.06.2021-22.08.2021,19,Γ21,ΕΝΑΝΤΙ,Ημέρα,74907,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","103,54","8,46","52,11","0,00","0,00","0,00","149,00","-14,67","0,00","-0,44","0,00",,,,,,,,,,,2021,8,,,,,,
314,10/10/2022,06.06.2022-05.10.2022,12,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,58562,1,4196,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","848,44","37,61","268,68","0,00","-507,89","0,00","670,00","-3,33","0,00","26,49","0,00",62758,,,,,,,,,,2022,10,,,,,,
316,21/04/2022,22.02.2022-19.04.2022,22,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,45221,1,0,"0,000",35,37,"1,0000","0,00","0,00","0,00","0,000","1986,06","150,91","529,14","0,00","0,00","0,00","2666,00","0,00","0,00","-0,11","0,00",,,,,,,,,,,2022,4,,,,,,
513,24/12/2021,21.10.2021-22.12.2021,19,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,17060,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","127,93","12,39","78,65","0,00","0,00","0,00","219,00","0,00","0,00","0,03","0,00",,,,,,,,,,,2021,12,,,,,,
148,24/02/2022,23.08.2021-21.02.2022,9,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,87362,1,3936,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","745,00","37,14","224,31","0,00","-364,95","0,00","661,00","-4,99","0,00","24,49","0,00",91298,,,,,,,,,,2022,2,,,,,,
4,22/02/2022,27.12.2021-20.02.2022,1,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,103156,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","191,52","16,96","107,87","0,00","0,00","0,00","299,00","-16,83","0,00","-0,52","0,00",,,,,,,,,,,2022,2,,,,,,
28,26/08/2021,24.02.2021-22.08.2021,3,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,127548,1,3739,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","403,70","15,08","212,33","0,00","-383,37","0,00","269,00","0,00","0,00","21,26","0,00",131287,,,,,,,,,,2021,8,,,,,,
461,31/08/2022,27.07.2022-28.08.2022,31,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,79054,1,31,"0,000",15,15,"1,0000","0,00","0,00","0,00","0,000","7,92","0,75","4,52","0,00","0,00","0,00","13,00","-0,01","0,00","-0,18","0,00",79085,,,,,,,,,,2022,8,,,,,,
252,01/04/2022,01.02.2022-31.03.2022,11,Γ21,ΕΝΑΝΤΙ,Ημέρα,12421,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","82,73","6,69","28,67","0,00","0,00","0,00","118,00","0,00","0,00","-0,09","0,00",,,,,,,,,,,2022,4,,,,,,
133,09/12/2021,29.09.2021-30.11.2021,5,Γ22,ΕΝΑΝΤΙ,Ημέρα,68895,1,0,"168,0",35,38,"1,0000","0,00",40,"0,00","4,1","461,55","36,93","168,10","0,00","0,00","0,00","653,00","-14,24","0,00","0,66","0,00",,,,,,,,,,,2021,12,,,,,,
54,22/12/2022,21.10.2022-20.12.2022,3,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,88956,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","259,91","20,33","78,94","0,00","0,00","0,00","359,00","0,00","0,00","-0,18","0,00",,,,,,,,,,,2022,12,,,,,,
276,24/05/2021,12.03.2021-13.05.2021,3,Γ21,ΕΝΑΝΤΙ,Ημέρα,4819,1,0,"0,000",25,0,"1,0000","0,00","0,00","0,00","0,000","51,69","5,07","32,88","0,00","0,00","6,21","143,00","0,00","47,40","-0,25","0,00",,,,,,,,,,,2021,5,,,,,,
