Παροχή_Κωδικοποιημένη,Ημ.Έκδοσης,"Περίοδος Κατανάλωσης",ΣΕΛΙΔΑ,Τιμολόγιο,ΤΥΠΟΣ,Ημέρα,Προηγ.,ΣΩΧΒ,Συν.ΩΧΒ,ΧρΖητ,ΣυμφΙσχ,ΕγκΙσχ,Συνφ,ΖητΑιχ,ΖητΗμ,ΖητΝυκ,ΣυντΧρησ,"ΧΡΕΩΣΕΙΣ ΠΡΟΜΗΘΕΙΑΣ ΔΕΗ","ΦΠΑ  6% x","ΡΥΘΜΙΖΟΜΕΝΕΣ ΧΡΕΩΣΕΙΣ","ΦΠΑ   % x          0,00","ΜΕΙΟΝ ΕΝΑΝΤΙ ΚΑΤΑΝΑΛΩΣΗΣ",Ε.Ρ.Τ.,"ΤΡΕΧΩΝ ΜΗΝΑΣ",ΕΚΠΤ.ΣΥΝΕΠΕΙΑΣ/ΠΡΟΠΛΗΡΩΜΗΣ,ΔΗΜ.ΤΕΛΗ/ΔΗΜ.ΦΟΡΟΣ,ΔΙΑΦ.ΧΡΕΩΣΕΙΣ/ΠΙΣΤΩΣΕΙΣ,Τ.Α.Π.,Τελευτ.,"Αεργος Ημέρα",Τελευτ._Αεργος,Προηγ._Αεργος,ΣΩΧΒ_Αεργος,Συν.ΩΧΒ_Αεργος,Νύχτα,Προηγ._Νύχτα,ΣΩΧΒ_Νύχτα,Συν.ΩΧΒ_Νύχτα,year,month,Τελευτ._Νύχτα,Ημέρα_2,Προηγ._2,ΣΩΧΒ_2,Συν.ΩΧΒ_2,Τελευτ._2
495,01/03/2022,23.12.2021-21.02.2022,4,Γ21,ΕΝΑΝΤΙ,Ημέρα,15102,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","119,62","11,11","65,67","0,00","0,00","0,00","197,00","0,00","0,00","0,60","0,00",,,,,,,,,,,2022,3,,,,,,
383,19/01/2022,10.09.2021-12.01.2022,6,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,35457,1,1185,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","196,02","16,97","87,39","0,00","0,00","0,00","301,00","-6,66","0,00","7,28","0,00",36642,,,,,,,,,,2022,1,,,,,,
292,06/09/2022,02.08.2022-01.09.2022,22,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,45211,1,919,"18,8",35,39,"1,0000","0,00",9,"0,00","13,6","211,03","16,80","64,27","0,00","0,00","0,00","298,00","0,00","0,00","5,90","0,00",46130,,,,,,,,,,2022,9,,,,,,
3,21/04/2022,22.02.2022-19.04.2022,1,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,64838,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","187,61","14,29","50,51","0,00","0,00","0,00","252,00","0,00","0,00","-0,41","0,00",,,,,,,,,,,2022,4,,,,,,
439,02/10/2021,23.07.2021-22.09.2021,19,Γ22,ΕΝΑΝΤΙ,Ημέρα,230432,1,0,"104,6",35,80,"1,0000","0,00",25,"0,00","3,7","272,82","22,16","96,51","0,00","0,00","6,12","398,00","0,00","0,00","0,39","0,00",,,,,,,,,,,2021,10,,,,,,
253,01/04/2022,28.02.2022-30.03.2022,11,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,89567,1,337,"8,3",35,20,"1,0000","0,00",4,"0,00","11,3","82,15","6,76","29,66","0,00","0,00","0,00","120,00","-0,70","0,00","2,13","0,00",89904,,,,,,,,,,2022,4,,,,,,
189,08/04/2021,08.02.2021-07.04.2021,9,Γ21,ΕΝΑΝΤΙ,Ημέρα,47213,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","4,49","0,43","4,15","0,00","0,00","0,00","7,00","-1,50","0,00","-0,57","0,00",,,,,,,,,,,2021,4,,,,,,
293,14/03/2022,13.01.2022-11.03.2022,6,Γ21,ΕΝΑΝΤΙ,Ημέρα,18070,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","273,79","20,57","69,16","0,00","0,00","0,00","364,00","0,00","0,00","0,48","0,00",,,,,,,,,,,2022,3,,,,,,
118,30/08/2022,22.06.2022-28.08.2022,7,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,69421,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","227,43","17,58","65,53","0,00","0,00","0,00","310,00","0,00","0,00","-0,54","0,00",,,,,,,,,,,2022,8,,,,,,
369,05/08/2022,03.06.2022-03.08.2022,15,Γ21,ΕΝΑΝΤΙ,Ημέρα,65987,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","58,67","4,69","19,51","0,00","0,00","0,00","83,00","0,00","0,00","0,13","0,00",,,,,,,,,,,2022,8,,,,,,
373,30/08/2022,22.06.2022-28.08.2022,24,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,27292,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","176,98","14,08","57,77","0,00","0,00","0,00","249,00","0,00","0,00","0,17","0,00",,,,,,,,,,,2022,8,,,,,,
299,01/09/2022,27.07.2022-28.08.2022,23,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,12669,1,0,"0,0",35,40,"1,0000","0,00",0,"0,00","0,0","1,50","0,70","10,22","0,00","0,00","0,00","13,00","0,00","0,00","0,58","0,00",12669,,,,,,,,,,2022,9,,,,,,
379,22/02/2022,27.12.2021-20.02.2022,18,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,51642,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","596,64","51,16","337,38","0,00","0,00","0,00","904,00","-81,31","0,00","0,13","0,00",,,,,,,,,,,2022,2,,,,,,
264,22/10/2021,23.08.2021-20.10.2021,12,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,113779,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","190,59","16,72","107,45","0,00","0,00","0,00","295,00","-19,43","0,00","-0,33","0,00",,,,,,,,,,,2021,10,,,,,,
228,14/07/2022,11.03.2022-11.07.2022,2,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,60571,1,2476,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","419,98","15,71","163,94","0,00","-330,10","0,00","280,00","-4,30","0,00","14,77","0,00",63047,,,,,,,,,,2022,7,,,,,,
145,21/04/2022,21.02.2022-19.04.2022,5,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,20061,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","507,62","38,43","132,88","0,00","0,00","0,00","679,00","0,00","0,00","0,07","0,00",,,,,,,,,,,2022,4,,,,,,
14,08/06/2021,31.03.2021-28.05.2021,1,Γ21,ΕΝΑΝΤΙ,Ημέρα,1563,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","1,18","0,22","2,56","0,00","0,00","0,00","4,00","0,00","0,00","0,04","0,00",,,,,,,,,,,2021,6,,,,,,
379,22/10/2021,23.08.2021-20.10.2021,16,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,39848,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","942,36","88,29","529,22","0,00","0,00","0,00","1560,00","0,00","0,00","0,13","0,00",,,,,,,,,,,2021,10,,,,,,
36,24/02/2022,23.08.2021-21.02.2022,4,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,82362,1,3349,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","617,54","29,54","192,02","0,00","-329,79","0,00","526,00","-4,27","0,00","20,96","0,00",85711,,,,,,,,,,2022,2,,,,,,
378,22/12/2022,21.10.2022-20.12.2022,24,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,55036,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","53,09","4,45","21,11","0,00","0,00","0,00","79,00","0,00","0,00","0,35","0,00",,,,,,,,,,,2022,12,,,,,,
47,08/07/2021,31.05.2021-29.06.2021,1,Γ22,ΕΝΑΝΤΙ,Ημέρα,88535,1,0,"56,2",55,55,"1,0000","0,00",28,"0,00","18,0","438,57","35,76","229,57","0,00","0,00","0,00","632,00","-72,03","0,00","0,13","0,00",,,,,,,,,,,2021,7,,,,,,
125,22/04/2021,24.02.2021-20.04.2021,9,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,65040,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","54,33","2,60","31,73","0,00","0,00","0,00","46,00","-42,80","0,00","0,14","0,00",,,,,,,,,,,2021,4,,,,,,
33,24/02/2022,23.08.2021-21.02.2022,2,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,18030,1,4682,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","913,18","41,60","265,33","0,00","-502,39","0,00","740,00","-6,03","0,00","28,31","0,00",22712,,,,,,,,,,2022,2,,,,,,
280,24/10/2022,31.08.2022-20.10.2022,12,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,2743,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","29,16","2,56","13,44","0,00","0,00","0,00","45,00","0,00","0,00","-0,16","0,00",,,,,,,,,,,2022,10,,,,,,
204,22/04/2021,24.02.2021-20.04.2021,16,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,13678,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","114,68","6,52","64,96","0,00","0,00","0,00","115,00","-71,02","0,00","-0,14","0,00",,,,,,,,,,,2021,4,,,,,,
238,27/06/2022,27.12.2021-21.06.2022,10,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,230721,1,9354,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","1712,52","80,01","521,92","0,00","-934,87","0,00","1424,00","-13,04","0,00","57,46","0,00",240075,,,,,,,,,,2022,6,,,,,,
370,01/09/2022,22.02.2022-30.08.2022,10,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,6256,1,1,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","4,80","0,03","25,70","0,00","-29,97","0,00","1,00","-0,07","0,00","0,51","0,00",6257,,,,,,,,,,2022,9,,,,,,
277,08/02/2021,05.01.2021-01.02.2021,17,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,73524,1,2777,"14,1",55,58,"1,0000","0,00",15,"0,00","27,4","299,99","28,51","178,03","0,00","0,00","0,00","506,00","-16,66","0,00","16,13","0,00",76301,,,,,,,,,,2021,2,,,,,,
8,03/11/2021,28.05.2021-01.11.2021,1,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,92011,1,1779,"75,1",35,40,"1,0000","0,00",35,"0,00","1,3","684,59","15,27","154,62","0,00","0,00","0,00","274,00","0,00","0,00","-580,48","0,00",93790,,,,,,,,,,2021,11,,,,,,
203,24/12/2021,21.10.2021-22.12.2021,16,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,14828,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","1,26","0,24","2,72","0,00","0,00","0,00","5,00","0,00","0,00","0,78","0,00",,,,,,,,,,,2021,12,,,,,,
309,27/06/2022,27.12.2021-21.06.2022,13,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,76024,1,534,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","99,19","3,29","37,01","0,00","-83,22","0,00","59,00","-0,81","0,00","3,54","0,00",76558,,,,,,,,,,2022,6,,,,,,
477,25/06/2021,23.12.2020-22.06.2021,21,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,1377,1,590,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","77,01","3,40","40,14","0,00","-63,44","6,21","67,00","0,00","0,00","3,68","0,00",1967,,,,,,,,,,2021,6,,,,,,
1,22/04/2021,24.02.2021-20.04.2021,1,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,64105,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","89,97","7,14","51,36","0,00","0,00","0,00","126,00","-22,32","0,00","-0,15","0,00",,,,,,,,,,,2021,4,,,,,,
228,15/11/2021,12.07.2021-10.11.2021,2,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,54585,1,2843,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","472,06","22,89","185,51","0,00","-290,26","0,00","408,00","0,00","0,00","17,80","0,00",57428,,,,,,,,,,2021,11,,,,,,
242,14/06/2021,06.04.2021-03.06.2021,12,Γ21,ΕΝΑΝΤΙ,Ημέρα,81250,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","67,19","6,42","39,85","0,00","0,00","0,00","113,00","0,00","0,00","-0,46","0,00",,,,,,,,,,,2021,6,,,,,,
60,22/10/2021,23.08.2021-20.10.2021,4,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,96653,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","43,67","2,73","26,09","0,00","0,00","0,00","48,00","-24,31","0,00","-0,18","0,00",,,,,,,,,,,2021,10,,,,,,
8,08/02/2022,30.12.2021-28.01.2022,1,Γ22,ΕΝΑΝΤΙ,Ημέρα,96080,1,0,"37,0",35,40,"1,0000","0,00",19,"0,00","4,8","111,32","9,52","47,49","0,00","0,00","0,00","169,00","0,00","0,00","0,67","0,00",,,,,,,,,,,2022,2,,,,,,
233,02/12/2021,30.09.2021-01.12.2021,10,Γ21,ΕΝΑΝΤΙ,Ημέρα,96069,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","219,53","19,71","114,36","0,00","0,00","0,00","348,00","-5,31","0,00","-0,29","0,00",,,,,,,,,,,2021,12,,,,,,
427,03/11/2022,01.10.2022-31.10.2022,5,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,14554,40,8320,"206,7",135,307,"0,9993","0,00",100,"0,00","11,2","3468,13","243,78","553,09","0,00","0,00","0,00","4326,00","0,00","0,00","61,00","0,00",14762,Αεργος,1427,1419,40,320,,,,,2022,11,,,,,,
364,30/09/2022,29.08.2022-27.09.2022,10,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,57355,1,2398,"62,8",55,35,"1,0000","0,00",31,"0,00","10,6","1151,57","78,89","151,20","0,00","0,00","0,00","1400,00","0,00","0,00","18,34","0,00",59753,,,,,,,,,,2022,9,,,,,,
374,01/09/2022,22.02.2022-29.08.2022,11,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,14046,1,390,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","71,85","1,45","46,94","0,00","-96,09","0,00","26,00","-0,52","0,00","2,37","0,00",14436,,,,,,,,,,2022,9,,,,,,
397,26/08/2021,24.02.2021-22.08.2021,25,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,12086,1,15351,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","1646,23","63,38","864,09","0,00","-1530,89","0,00","1131,00","0,00","0,00","88,19","0,00",27437,,,,,,,,,,2021,8,,,,,,
400,20/05/2022,18.03.2022-19.05.2022,5,Γ21,ΕΝΑΝΤΙ,Ημέρα,7635,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","61,50","5,52","30,76","0,00","0,00","0,00","158,00","0,00","60,48","-0,26","0,00",,,,,,,,,,,2022,5,,,,,,
387,12/12/2022,01.11.2022-01.12.2022,24,Γ22,ΕΝΑΝΤΙ,Ημέρα,12357,1,0,"0,1",35,37,"1,0000","0,00",0,"0,00","30,9","6,24","0,94","9,43","0,00","0,00","0,00","17,00","0,00","0,00","0,39","0,00",,,,,,,,,,,2022,12,,,,,,
428,30/08/2022,22.06.2022-28.08.2022,28,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,7173,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","469,88","36,16","132,91","0,00","0,00","6,71","645,00","0,00","0,00","-0,66","0,00",,,,,,,,,,,2022,8,,,,,,
252,08/06/2021,30.01.2017-31.05.2021,12,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,2285,1,9325,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","1053,60","100,55","808,33","0,00","-232,66","0,00","1785,00","0,00","0,00","55,18","0,00",11610,,,,,,,,,,2021,6,,,,,,
386,27/06/2022,27.12.2021-21.06.2022,19,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,7000,1,6028,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","1101,36","48,04","339,06","0,00","-661,47","0,00","856,00","-8,42","0,00","37,43","0,00",13028,,,,,,,,,,2022,6,,,,,,
46,22/10/2021,23.08.2021-20.10.2021,2,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,84200,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","69,87","6,03","40,60","0,00","0,00","0,00","107,00","-9,97","0,00","0,47","0,00",,,,,,,,,,,2021,10,,,,,,
79,10/09/2021,09.07.2021-09.09.2021,1,Γ1Ν,ΕΝΑΝΤΙ,Ημέρα,89779,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","6,31","0,48","1,74","0,00","0,00","0,00","41,00","0,00","25,67","-0,06","6,86",,,,,,,Νύχτα,32079,1,0,2021,9,,,,,,
385,29/12/2021,23.06.2021-26.12.2021,18,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,9217,1,5306,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","854,16","37,94","299,43","0,00","-547,72","0,00","676,00","0,00","0,00","32,19","0,00",14523,,,,,,,,,,2021,12,,,,,,
175,30/08/2022,22.06.2022-28.08.2022,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,55804,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","433,37","33,36","122,74","0,00","0,00","0,00","589,00","0,00","0,00","-0,47","0,00",,,,,,,,,,,2022,8,,,,,,
239,27/12/2022,22.06.2022-21.12.2022,9,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,18967,1,5426,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","1055,58","37,06","315,43","0,00","-778,78","0,00","662,00","-1,66","0,00","34,37","0,00",24393,,,,,,,,,,2022,12,,,,,,
162,24/12/2021,21.10.2021-22.12.2021,11,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,39494,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","139,74","13,15","79,43","0,00","0,00","0,00","232,00","0,00","0,00","-0,32","0,00",,,,,,,,,,,2021,12,,,,,,
247,13/07/2022,03.06.2022-04.07.2022,2,Γ22,ΕΝΑΝΤΙ,Ημέρα,93508,1,0,"45,2",35,36,"1,0000","0,00",21,"0,00","6,3","206,56","16,66","71,09","0,00","0,00","0,00","295,00","0,00","0,00","0,69","0,00",,,,,,,,,,,2022,7,,,,,,
287,01/09/2022,22.02.2022-29.08.2022,9,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,80634,1,849,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","150,77","-3,61","54,82","0,00","0,00","0,00","-63,00","-1,06","0,00","-263,92","0,00",81483,,,,,,,,,,2022,9,,,,,,
58,26/08/2021,24.02.2021-22.08.2021,4,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,11697,1,2053,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","223,26","8,60","120,11","0,00","-210,36","0,00","153,00","0,00","0,00","11,39","0,00",13750,,,,,,,,,,2021,8,,,,,,
363,08/07/2022,01.06.2022-30.06.2022,3,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,1192,40,200,"16,0",85,79,"1,0000","0,00",8,"0,00","3,5","58,57","1,45","43,51","0,00","-78,19","0,00","26,00","-0,69","0,00","1,35","0,00",1197,Αεργος,1431,1428,40,120,,,,,2022,7,,,,,,
303,24/12/2021,21.10.2021-22.12.2021,21,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,60923,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","99,14","9,37","56,93","0,00","0,00","0,00","166,00","0,00","0,00","0,56","0,00",,,,,,,,,,,2021,12,,,,,,
321,24/08/2022,22.06.2022-22.08.2022,14,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,25954,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","2,37","0,31","2,78","0,00","0,00","0,00","5,00","0,00","0,00","-0,46","0,00",,,,,,,,,,,2022,8,,,,,,
226,07/12/2022,01.11.2022-29.11.2022,8,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,69156,1,1442,"111,9",55,48,"1,0000","0,00",58,"0,00","3,6","743,68","51,19","102,27","0,00","0,00","0,00","908,00","0,00","0,00","10,86","0,00",70598,,,,,,,,,,2022,12,,,,,,
315,04/04/2022,03.03.2022-31.03.2022,13,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,32507,1,1027,"16,6",35,35,"1,0000","0,00",9,"0,00","17,2","237,76","18,67","70,09","0,00","0,00","0,00","331,00","-1,88","0,00","6,36","0,00",33534,,,,,,,,,,2022,4,,,,,,
266,19/01/2022,03.12.2021-06.01.2022,3,Γ22,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,18348,1,3185,"52,7",55,50,"1,0000","0,00",23,"0,00","16,8","955,20","69,85","206,58","0,00","0,00","0,00","1239,00","-13,74","0,00","21,11","0,00",21533,,,,,,,,,,2022,1,,,,,,
336,22/10/2021,23.08.2021-20.10.2021,13,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,65072,1,0,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","9,02","1,22","12,30","0,00","0,00","0,00","21,00","-0,96","0,00","-0,58","0,00",,,,,,,,,,,2021,10,,,,,,
40,28/07/2022,27.05.2022-27.07.2022,1,Γ21,ΕΝΑΝΤΙ,Ημέρα,22960,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","1,24","0,23","2,67","0,00","0,00","0,00","5,00","0,00","0,00","0,86","0,00",,,,,,,,,,,2022,7,,,,,,
413,22/02/2022,27.12.2021-20.02.2022,19,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,73751,1,0,"0,000",35,30,"1,0000","0,00","0,00","0,00","0,000","34,87","4,03","36,04","0,00","0,00","5,52","76,00","-3,90","0,00","-0,56","0,00",,,,,,,,,,,2022,2,,,,,,
466,23/06/2021,21.04.2021-21.06.2021,20,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,21039,1,0,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","13,95","1,76","15,40","0,00","0,00","6,12","37,00","0,00","0,00","-0,23","0,00",,,,,,,,,,,2021,6,,,,,,
359,21/04/2022,22.02.2022-19.04.2022,24,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,146850,1,0,"0,000",55,41,"1,0000","0,00","0,00","0,00","0,000","276,37","22,51","98,67","0,00","0,00","0,00","398,00","0,00","0,00","0,45","0,00",,,,,,,,,,,2022,4,,,,,,
406,13/12/2021,30.09.2021-02.12.2021,26,Γ22,ΕΝΑΝΤΙ,Ημέρα,87165,1,0,"68,3",55,60,"1,0000","0,00",16,"0,00","10,9","357,12","31,76","190,40","0,00","0,00","0,00","561,00","-18,17","0,00","-0,11","0,00",,,,,,,,,,,2021,12,,,,,,
349,13/09/2021,04.08.2021-02.09.2021,6,Γ22,ΕΝΑΝΤΙ,Ημέρα,57766,1,0,"10,0",55,50,"1,0000","0,00",10,"0,00","88,4","659,46","61,44","364,57","0,00","0,00","0,00","1085,00","0,00","0,00","-0,47","0,00",,,,,,,,,,,2021,9,,,,,,
206,01/03/2021,24.08.2020-23.02.2021,4,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,60934,1,2983,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","299,80","26,55","171,05","0,00","-43,34","0,00","472,00","0,00","0,00","17,94","0,00",63917,,,,,,,,,,2021,3,,,,,,
261,23/06/2021,21.04.2021-21.06.2021,18,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,38251,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","1,24","0,24","2,69","0,00","0,00","0,00","4,00","0,00","0,00","-0,17","0,00",,,,,,,,,,,2021,6,,,,,,
268,23/06/2022,20.04.2022-21.06.2022,19,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,18714,1,0,"0,000",35,1,"1,0000","0,00","0,00","0,00","0,000","1064,31","90,48","443,79","0,00","0,00","0,00","1599,00","0,00","0,00","0,42","0,00",,,,,,,,,,,2022,6,,,,,,
385,21/04/2022,21.02.2022-19.04.2022,17,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,17304,1,0,"0,000",8,8,"1,0000","0,00","0,00","0,00","0,000","616,33","46,63","160,85","0,00","0,00","0,00","824,00","0,00","0,00","0,19","0,00",,,,,,,,,,,2022,4,,,,,,
160,30/08/2022,22.06.2022-28.08.2022,11,ΦΟΠ,ΕΝΑΝΤΙ,Ημέρα,10777,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","481,84","37,08","136,21","0,00","0,00","0,00","655,00","0,00","0,00","-0,13","0,00",,,,,,,,,,,2022,8,,,,,,
79,19/01/2022,10.11.2021-12.01.2022,1,Γ1Ν,ΕΝΑΝΤΙ,Ημέρα,89785,1,0,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","4,32","0,37","1,72","0,00","0,00","0,00","39,00","0,00","26,07","-0,45","6,97",,,,,,,Νύχτα,32079,1,0,2022,1,,,,,,
403,07/06/2022,04.02.2022-02.06.2022,16,Γ21,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,95150,1,1799,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","339,93","8,65","123,11","0,00","-319,48","5,72","161,00","-3,14","0,00","6,21","0,00",96949,,,,,,,,,,2022,6,,,,,,
222,27/06/2022,27.12.2021-21.06.2022,8,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,95936,1,11493,"0,000",8,1,"1,0000","0,00","0,00","0,00","0,000","2105,65","90,71","639,52","0,00","-1274,90","0,00","1615,00","-16,01","0,00","70,03","0,00",7429,,,,,,,,,,2022,6,,,,,,
378,24/02/2022,23.08.2021-21.02.2022,23,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,53197,1,967,"0,000",25,25,"1,0000","0,00","0,00","0,00","0,000","159,11","8,95","77,86","0,00","-91,24","0,00","159,00","-1,42","0,00","5,74","0,00",54164,,,,,,,,,,2022,2,,,,,,
512,04/03/2021,28.09.2020-02.03.2021,6,ΦΟΠ,ΕΚΚΑΘΑΡΙΣΤΙΚΟΣ,Ημέρα,0,1,1878,"0,000",25,1,"1,0000","0,00","0,00","0,00","0,000","189,55","-12,91","123,81","0,00","0,00","0,00","-226,00","0,00","0,00","-526,45","0,00",1878,,,,,,,,,,2021,3,,,,,,
